Cat no.,Description,Colour,Price (Rs.)
TM828 .10,8M Size Plate with 16 holes,Sparkle White,2280
TM618 .10,8M Size Plate with 6 holes + 2M Window,Sparkle White,2280
TM418 .10,8M Size Plate with 4 holes + 4M Window,Sparkle White,2280
TM428 .10,8M Size Plate with 8 holes + 4M Window,Sparkle White,2280
TM228 .10,8M Size Plate with 4 holes + 6M Window,Sparkle White,2280
TM518 .10,8M Size Plate with 5 holes + 3M Window,Sparkle White,2280
TM528 .10,8M Size Plate with 10 holes + 3M Window,Sparkle White,2280
TM628 .10,8M Size Plate with 12 holes + 2M Window,Sparkle White,2280
TM308 .10,8M Size Plate with 8M Window,Sparkle White,1824
TM111 .11,1M Size Plate with 1 hole,Terra Beige,1575
TM301 .11,1M Size Plate with 1M Window,Terra Beige,1271
TM212 .11,2M Size Plate with 2 holes,Terra Beige,1575
TM222 .11,2M Size Plate with 4 holes,Terra Beige,1575
TM112 .11,2M Size Plate with 1 hole + 1M Window,Terra Beige,1575
TM122 .11,2M Size Plate with 2 holes + 1M Window,Terra Beige,1575
TM302 .11,2M Size Plate with 2M Window,Terra Beige,1291
TM313 .11,3M Size Plate with 3 holes,Terra Beige,1669
TM323 .11,3M Size Plate with 6 holes,Terra Beige,1669
TM123 .11,3M Size Plate with 2 holes + 2M Window,Terra Beige,1669
TM113 .11,3M Size Plate with 1 holes + 2M Window,Terra Beige,1669
TM303 .11,3M Size Plate with 3M Window,Terra Beige,1369
TM414 .11,4M Size Plate with 4 holes,Terra Beige,1891
TM424 .11,4M Size Plate with 8 holes,Terra Beige,1891
TM214 .11,4M Size Plate with 2 holes + 2M Window,Terra Beige,1891
TM224 .11,4M Size Plate with 4 holes + 2M Window,Terra Beige,1891
TM124 .11,4M Size Plate with 2 holes + 3M Window,Terra Beige,1891
TM304 .11,4M Size Plate with 4M Window,Terra Beige,1537
TM616 .11,6M Size Plate with 6 holes,Terra Beige,2087
TM626 .11,6M Size Plate with 12 holes,Terra Beige,2087
TM416 .11,6M Size Plate with 4 holes + 2M Window,Terra Beige,2087
TM426 .11,6M Size Plate with 8 holes + 2M Window,Terra Beige,2087
TM226 .11,6M Size Plate with 4 holes + 4M Window,Terra Beige,2087
TM216 .11,6M Size Plate with 2 holes + 2Mx2 window,Terra Beige,2087
TM326 .11,6M Size Plate with 6 holes + 3M Window,Terra Beige,2087
TM306 .11,6M Size Plate with 6M Window,Terra Beige,1683
TM818 .11,8M Size Plate with 8 holes,Terra Beige,2280
TM828 .11,8M Size Plate with 16 holes,Terra Beige,2280
TM618 .11,8M Size Plate with 6 holes + 2M Window,Terra Beige,2280
TM418 .11,8M Size Plate with 4 holes + 4M Window,Terra Beige,2280
TM428 .11,8M Size Plate with 8 holes + 4M Window,Terra Beige,2280
TM228 .11,8M Size Plate with 4 holes + 6M Window,Terra Beige,2280
TM518 .11,8M Size Plate with 5 holes + 3M Window,Terra Beige,2280
TM528 .11,8M Size Plate with 10 holes + 3M Window,Terra Beige,2280
TM628 .11,8M Size Plate with 12 holes + 2M Window,Terra Beige,2280
TM308 .11,8M Size Plate with 8M Window,Terra Beige,1824
TM111 .12,1M Size Plate with 1 hole,Salt White,1733
TM301 .12,1M Size Plate with 1M Window,Salt White,1401
TM212 .12,2M Size Plate with 2 holes,Salt White,1733
TM222 .12,2M Size Plate with 4 holes,Salt White,1733
TM112 .12,2M Size Plate with 1 hole + 1M Window,Salt White,1733
TM122 .12,2M Size Plate with 2 holes + 1M Window,Salt White,1733
TM302 .12,2M Size Plate with 2M Window,Salt White,1421
TM313 .12,3M Size Plate with 3 holes,Salt White,1837
TM323 .12,3M Size Plate with 6 holes,Salt White,1837
TM123 .12,3M Size Plate with 2 holes + 2M Window,Salt White,1837
TM113 .12,3M Size Plate with 1 holes + 2M Window,Salt White,1837
TM303 .12,3M Size Plate with 3M Window,Salt White,1505
TM414 .12,4M Size Plate with 4 holes,Salt White,2079
TM424 .12,4M Size Plate with 8 holes,Salt White,2079
TM214 .12,4M Size Plate with 2 holes + 2M Window,Salt White,2079
TM224 .12,4M Size Plate with 4 holes + 2M Window,Salt White,2079
TM124 .12,4M Size Plate with 2 holes + 3M Window,Salt White,2079
TM304 .12,4M Size Plate with 4M Window,Salt White,1691
TM616 .12,6M Size Plate with 6 holes,Salt White,2298
TM626 .12,6M Size Plate with 12 holes,Salt White,2298
TM416 .12,6M Size Plate with 4 holes + 2M Window,Salt White,2298
TM426 .12,6M Size Plate with 8 holes + 2M Window,Salt White,2298
TM226 .12,6M Size Plate with 4 holes + 4M Window,Salt White,2298
TM216 .12,6M Size Plate with 2 holes + 2Mx2 window,Salt White,2298
TM326 .12,6M Size Plate with 6 holes + 3M Window,Salt White,2298
TM306 .12,6M Size Plate with 6M Window,Salt White,1853
TM818 .12,8M Size Plate with 8 holes,Salt White,2510
TM828 .12,8M Size Plate with 16 holes,Salt White,2510
TM618 .12,8M Size Plate with 6 holes + 2M Window,Salt White,2510
TM418 .12,8M Size Plate with 4 holes + 4M Window,Salt White,2510
TM428 .12,8M Size Plate with 8 holes + 4M Window,Salt White,2510
TM228 .12,8M Size Plate with 4 holes + 6M Window,Salt White,2510
TM518 .12,8M Size Plate with 5 holes + 3M Window,Salt White,2510
TM528 .12,8M Size Plate with 10 holes + 3M Window,Salt White,2510
TM628 .12,8M Size Plate with 12 holes + 2M Window,Salt White,2510
TM308 .12,8M Size Plate with 8M Window,Salt White,2008
TM111 .13,1M Size Plate with 1 hole,Onyx White,1733
TM301 .13,1M Size Plate with 1M Window,Onyx White,1401
TM212 .13,2M Size Plate with 2 holes,Onyx White,1733
TM222 .13,2M Size Plate with 4 holes,Onyx White,1733
TM112 .13,2M Size Plate with 1 hole + 1M Window,Onyx White,1733
TM122 .13,2M Size Plate with 2 holes + 1M Window,Onyx White,1733
TM302 .13,2M Size Plate with 2M Window,Onyx White,1421
TM313 .13,3M Size Plate with 3 holes,Onyx White,1837
TM323 .13,3M Size Plate with 6 holes,Onyx White,1837
TM123 .13,3M Size Plate with 2 holes + 2M Window,Onyx White,1837
TM113 .13,3M Size Plate with 1 holes + 2M Window,Onyx White,1837
TM303 .13,3M Size Plate with 3M Window,Onyx White,1505
TM414 .13,4M Size Plate with 4 holes,Onyx White,2079
TM424 .13,4M Size Plate with 8 holes,Onyx White,2079
TM214 .13,4M Size Plate with 2 holes + 2M Window,Onyx White,2079
TM224 .13,4M Size Plate with 4 holes + 2M Window,Onyx White,2079
TM124 .13,4M Size Plate with 2 holes + 3M Window,Onyx White,2079
TM304 .13,4M Size Plate with 4M Window,Onyx White,1691
TM616 .13,6M Size Plate with 6 holes,Onyx White,2298
TM626 .13,6M Size Plate with 12 holes,Onyx White,2298
TM416 .13,6M Size Plate with 4 holes + 2M Window,Onyx White,2298
TM426 .13,6M Size Plate with 8 holes + 2M Window,Onyx White,2298
TM226 .13,6M Size Plate with 4 holes + 4M Window,Onyx White,2298
TM216 .13,6M Size Plate with 2 holes + 2Mx2 window,Onyx White,2298
TM326 .13,6M Size Plate with 6 holes + 3M Window,Onyx White,2298
TM306 .13,6M Size Plate with 6M Window,Onyx White,1853
TM818 .13,8M Size Plate with 8 holes,Onyx White,2510
TM828 .13,8M Size Plate with 16 holes,Onyx White,2510
TM618 .13,8M Size Plate with 6 holes + 2M Window,Onyx White,2510
TM418 .13,8M Size Plate with 4 holes + 4M Window,Onyx White,2510
TM428 .13,8M Size Plate with 8 holes + 4M Window,Onyx White,2510
TM228 .13,8M Size Plate with 4 holes + 6M Window,Onyx White,2510
TM518 .13,8M Size Plate with 5 holes + 3M Window,Onyx White,2510
TM528 .13,8M Size Plate with 10 holes + 3M Window,Onyx White,2510
TM628 .13,8M Size Plate with 12 holes + 2M Window,Onyx White,2510
TM308 .13,8M Size Plate with 8M Window,Onyx White,2008
TW111 .06,1M Size Plate with 1 hole,Dark Mahogany,1712
TW301 .06,1M Size Plate with 1M Window,Dark Mahogany,1382
TW212 .06,2M Size Plate with 2 holes,Dark Mahogany,1712
TW222 .06,2M Size Plate with 4 holes,Dark Mahogany,1712
TW112 .06,2M Size Plate with 1 hole + 1M Window,Dark Mahogany,1712
TW122 .06,2M Size Plate with 2 holes + 1M Window,Dark Mahogany,1712
TW302 .06,2M Size Plate with 2M Window,Dark Mahogany,1403
TW313 .06,3M Size Plate with 3 holes,Dark Mahogany,1814
TW323 .06,3M Size Plate with 6 holes,Dark Mahogany,1814
TW123 .06,3M Size Plate with 2 holes + 2M Window,Dark Mahogany,1814
TW113 .06,3M Size Plate with 1 holes + 2M Window,Dark Mahogany,1814
TW303 .06,3M Size Plate with 3M Window,Dark Mahogany,1487
TW414 .06,4M Size Plate with 4 holes,Dark Mahogany,2056
TW424 .06,4M Size Plate with 8 holes,Dark Mahogany,2056
TW214 .06,4M Size Plate with 2 holes + 2M Window,Dark Mahogany,2056
TW224 .06,4M Size Plate with 4 holes + 2M Window,Dark Mahogany,2056
TW124 .06,4M Size Plate with 2 holes + 3M Window,Dark Mahogany,2056
TW304 .06,4M Size Plate with 4M Window,Dark Mahogany,1672
TW616 .06,6M Size Plate with 6 holes,Dark Mahogany,2270
TW626 .06,6M Size Plate with 12 holes,Dark Mahogany,2270
TW416 .06,6M Size Plate with 4 holes + 2M Window,Dark Mahogany,2270
TW426 .06,6M Size Plate with 8 holes + 2M Window,Dark Mahogany,2270
TW226 .06,6M Size Plate with 4 holes + 4M Window,Dark Mahogany,2270
TW216 .06,6M Size Plate with 2 holes + 2Mx2 window,Dark Mahogany,2270
TW326 .06,6M Size Plate with 6 holes + 3M Window,Dark Mahogany,2270
TW306 .06,6M Size Plate with 6M Window,Dark Mahogany,1831
TW818 .06,8M Size Plate with 8 holes,Dark Mahogany,2477
TW828 .06,8M Size Plate with 16 holes,Dark Mahogany,2477
TW618 .06,8M Size Plate with 6 holes + 2M Window,Dark Mahogany,2477
TW418 .06,8M Size Plate with 4 holes + 4M Window,Dark Mahogany,2477
TW428 .06,8M Size Plate with 8 holes + 4M Window,Dark Mahogany,2477
TW228 .06,8M Size Plate with 4 holes + 6M Window,Dark Mahogany,2477
TW518 .06,8M Size Plate with 5 holes + 3M Window,Dark Mahogany,2477
TW528 .06,8M Size Plate with 10 holes + 3M Window,Dark Mahogany,2477
TW628 .06,8M Size Plate with 12 holes + 2M Window,Dark Mahogany,2477
TW308 .06,8M Size Plate with 8M Window,Dark Mahogany,1982
TW111 .07,1M Size Plate with 1 hole,Pinewood,1712
TW301 .07,1M Size Plate with 1M Window,Pinewood,1382
TW212 .07,2M Size Plate with 2 holes,Pinewood,1712
TW222 .07,2M Size Plate with 4 holes,Pinewood,1712
TW112 .07,2M Size Plate with 1 hole + 1M Window,Pinewood,1712
TW122 .07,2M Size Plate with 2 holes + 1M Window,Pinewood,1712
TW302 .07,2M Size Plate with 2M Window,Pinewood,1403
TW313 .07,3M Size Plate with 3 holes,Pinewood,1814
TW323 .07,3M Size Plate with 6 holes,Pinewood,1814
TW123 .07,3M Size Plate with 2 holes + 2M Window,Pinewood,1814
TW113 .07,3M Size Plate with 1 holes + 2M Window,Pinewood,1814
TW303 .07,3M Size Plate with 3M Window,Pinewood,1487
TW414 .07,4M Size Plate with 4 holes,Pinewood,2056
TW424 .07,4M Size Plate with 8 holes,Pinewood,2056
TW214 .07,4M Size Plate with 2 holes + 2M Window,Pinewood,2056
TW224 .07,4M Size Plate with 4 holes + 2M Window,Pinewood,2056
TW124 .07,4M Size Plate with 2 holes + 3M Window,Pinewood,2056
TW304 .07,4M Size Plate with 4M Window,Pinewood,1672
TW616 .07,6M Size Plate with 6 holes,Pinewood,2270
TW626 .07,6M Size Plate with 12 holes,Pinewood,2270
TW416 .07,6M Size Plate with 4 holes + 2M Window,Pinewood,2270
TW426 .07,6M Size Plate with 8 holes + 2M Window,Pinewood,2270
TW226 .07,6M Size Plate with 4 holes + 4M Window,Pinewood,2270
TW216 .07,6M Size Plate with 2 holes + 2Mx2 window,Pinewood,2270
TW326 .07,6M Size Plate with 6 holes + 3M Window,Pinewood,2270
TW306 .07,6M Size Plate with 6M Window,Pinewood,1831
TW818 .07,8M Size Plate with 8 holes,Pinewood,2477
TW828 .07,8M Size Plate with 16 holes,Pinewood,2477
TW618 .07,8M Size Plate with 6 holes + 2M Window,Pinewood,2477
TW418 .07,8M Size Plate with 4 holes + 4M Window,Pinewood,2477
TW428 .07,8M Size Plate with 8 holes + 4M Window,Pinewood,2477
TW228 .07,8M Size Plate with 4 holes + 6M Window,Pinewood,2477
TW518 .07,8M Size Plate with 5 holes + 3M Window,Pinewood,2477
TW528 .07,8M Size Plate with 10 holes + 3M Window,Pinewood,2477
TW628 .07,8M Size Plate with 12 holes + 2M Window,Pinewood,2477
TW308 .07,8M Size Plate with 8M Window,Pinewood,1982
TW111 .29,1M Size Plate with 1 hole,Walnut,1798
TW301 .29,1M Size Plate with 1M Window,Walnut,1451
TW212 .29,2M Size Plate with 2 holes,Walnut,1798
TW222 .29,2M Size Plate with 4 holes,Walnut,1798
TW112 .29,2M Size Plate with 1 hole + 1M Window,Walnut,1798
TW122 .29,2M Size Plate with 2 holes + 1M Window,Walnut,1798
TW302 .29,2M Size Plate with 2M Window,Walnut,1473
TW313 .29,3M Size Plate with 3 holes,Walnut,1906
TW323 .29,3M Size Plate with 6 holes,Walnut,1906
TW123 .29,3M Size Plate with 2 holes + 2M Window,Walnut,1906
TW113 .29,3M Size Plate with 1 holes + 2M Window,Walnut,1906
TW303 .29,3M Size Plate with 3M Window,Walnut,1562
TW414 .29,4M Size Plate with 4 holes,Walnut,2159
TW424 .29,4M Size Plate with 8 holes,Walnut,2159
TW214 .29,4M Size Plate with 2 holes + 2M Window,Walnut,2159
TW224 .29,4M Size Plate with 4 holes + 2M Window,Walnut,2159
TW124 .29,4M Size Plate with 2 holes + 3M Window,Walnut,2159
TW304 .29,4M Size Plate with 4M Window,Walnut,1755
TW616 .29,6M Size Plate with 6 holes,Walnut,2383
TW626 .29,6M Size Plate with 12 holes,Walnut,2383
TW416 .29,6M Size Plate with 4 holes + 2M Window,Walnut,2383
TW426 .29,6M Size Plate with 8 holes + 2M Window,Walnut,2383
TW226 .29,6M Size Plate with 4 holes + 4M Window,Walnut,2383
TW216 .29,6M Size Plate with 2 holes + 2Mx2 window,Walnut,2383
TW326 .29,6M Size Plate with 6 holes + 3M Window,Walnut,2383
TW306 .29,6M Size Plate with 6M Window,Walnut,1922
TW818 .29,8M Size Plate with 8 holes,Walnut,2601
TW828 .29,8M Size Plate with 16 holes,Walnut,2601
TW618 .29,8M Size Plate with 6 holes + 2M Window,Walnut,2601
TW418 .29,8M Size Plate with 4 holes + 4M Window,Walnut,2601
TW428 .29,8M Size Plate with 8 holes + 4M Window,Walnut,2601
TW228 .29,8M Size Plate with 4 holes + 6M Window,Walnut,2601
TW518 .29,8M Size Plate with 5 holes + 3M Window,Walnut,2601
TW528 .29,8M Size Plate with 10 holes + 3M Window,Walnut,2601
TW628 .29,8M Size Plate with 12 holes + 2M Window,Walnut,2601
TW308 .29,8M Size Plate with 8M Window,Walnut,2080
TP111 .02,1M Size Plate with 1 hole,Quartz Gray,700
TP301 .02,1M Size Plate with 1M Window,Quartz Gray,421
TP212 .02,2M Size Plate with 2 holes,Quartz Gray,700
TP222 .02,2M Size Plate with 4 holes,Quartz Gray,700
TP112 .02,2M Size Plate with 1 hole + 1M Window,Quartz Gray,700
TP122 .02,2M Size Plate with 2 holes + 1M Window,Quartz Gray,700
TP302 .02,2M Size Plate with 2M Window,Quartz Gray,458
TP313 .02,3M Size Plate with 3 holes,Quartz Gray,774
TP323 .02,3M Size Plate with 6 holes,Quartz Gray,774
TP123 .02,3M Size Plate with 2 holes + 2M Window,Quartz Gray,774
TP113 .02,3M Size Plate with 1 holes + 2M Window,Quartz Gray,774
TP303 .02,3M Size Plate with 3M Window,Quartz Gray,506
TP414 .02,4M Size Plate with 4 holes,Quartz Gray,822
TP424 .02,4M Size Plate with 8 holes,Quartz Gray,822
TP214 .02,4M Size Plate with 2 holes + 2M Window,Quartz Gray,822
TP224 .02,4M Size Plate with 4 holes + 2M Window,Quartz Gray,822
TP124 .02,4M Size Plate with 2 holes + 3M Window,Quartz Gray,822
TP304 .02,4M Size Plate with 4M Window,Quartz Gray,538
TP616 .02,6M Size Plate with 6 holes,Quartz Gray,1487
TP626 .02,6M Size Plate with 12 holes,Quartz Gray,1487
TP416 .02,6M Size Plate with 4 holes + 2M Window,Quartz Gray,1487
TP426 .02,6M Size Plate with 8 holes + 2M Window,Quartz Gray,1487
TP226 .02,6M Size Plate with 4 holes + 4M Window,Quartz Gray,1487
TP216 .02,6M Size Plate with 2 holes + 2Mx2 window,Quartz Gray,1487
TP326 .02,6M Size Plate with 6 holes + 3M Window,Quartz Gray,1487
TP306 .02,6M Size Plate with 6M Window,Quartz Gray,972
TP818 .02,8M Size Plate with 8 holes,Quartz Gray,1648
TP828 .02,8M Size Plate with 16 holes,Quartz Gray,1648
TP618 .02,8M Size Plate with 6 holes + 2M Window,Quartz Gray,1648
TP418 .02,8M Size Plate with 4 holes + 4M Window,Quartz Gray,1648
TP428 .02,8M Size Plate with 8 holes + 4M Window,Quartz Gray,1648
TP228 .02,8M Size Plate with 4 holes + 6M Window,Quartz Gray,1648
TP518 .02,8M Size Plate with 5 holes + 3M Window,Quartz Gray,1648
TP528 .02,8M Size Plate with 10 holes + 3M Window,Quartz Gray,1648
TP628 .02,8M Size Plate with 12 holes + 2M Window,Quartz Gray,1648
TP308 .02,8M Size Plate with 8M Window,Quartz Gray,1078
TP111 .17,1M Size Plate with 1 hole,Charcoal Black,874
TP301 .17,1M Size Plate with 1M Window,Charcoal Black,523
TP212 .17,2M Size Plate with 2 holes,Charcoal Black,874
TP222 .17,2M Size Plate with 4 holes,Charcoal Black,874
TP112 .17,2M Size Plate with 1 hole + 1M Window,Charcoal Black,874
TP122 .17,2M Size Plate with 2 holes + 1M Window,Charcoal Black,874
TP302 .17,2M Size Plate with 2M Window,Charcoal Black,602
TP313 .17,3M Size Plate with 3 holes,Charcoal Black,967
TP323 .17,3M Size Plate with 6 holes,Charcoal Black,967
TP123 .17,3M Size Plate with 2 holes + 2M Window,Charcoal Black,967
TP113 .17,3M Size Plate with 1 holes + 2M Window,Charcoal Black,967
TP303 .17,3M Size Plate with 3M Window,Charcoal Black,656
TP414 .17,4M Size Plate with 4 holes,Charcoal Black,1028
TP424 .17,4M Size Plate with 8 holes,Charcoal Black,1028
TP214 .17,4M Size Plate with 2 holes + 2M Window,Charcoal Black,1028
TP224 .17,4M Size Plate with 4 holes + 2M Window,Charcoal Black,1028
TP124 .17,4M Size Plate with 2 holes + 3M Window,Charcoal Black,1028
TP304 .17,4M Size Plate with 4M Window,Charcoal Black,704
TP616 .17,6M Size Plate with 6 holes,Charcoal Black,1858
TP626 .17,6M Size Plate with 12 holes,Charcoal Black,1858
TP416 .17,6M Size Plate with 4 holes + 2M Window,Charcoal Black,1858
TP426 .17,6M Size Plate with 8 holes + 2M Window,Charcoal Black,1858
TP226 .17,6M Size Plate with 4 holes + 4M Window,Charcoal Black,1858
TP216 .17,6M Size Plate with 2 holes + 2Mx2 window,Charcoal Black,1858
TP326 .17,6M Size Plate with 6 holes + 3M Window,Charcoal Black,1858
TP306 .17,6M Size Plate with 6M Window,Charcoal Black,1212
TP818 .17,8M Size Plate with 8 holes,Charcoal Black,2061
TP828 .17,8M Size Plate with 16 holes,Charcoal Black,2061
TP618 .17,8M Size Plate with 6 holes + 2M Window,Charcoal Black,2061
TP418 .17,8M Size Plate with 4 holes + 4M Window,Charcoal Black,2061
TP428 .17,8M Size Plate with 8 holes + 4M Window,Charcoal Black,2061
TP228 .17,8M Size Plate with 4 holes + 6M Window,Charcoal Black,2061
TP518 .17,8M Size Plate with 5 holes + 3M Window,Charcoal Black,2061
TP528 .17,8M Size Plate with 10 holes + 3M Window,Charcoal Black,2061
TP628 .17,8M Size Plate with 12 holes + 2M Window,Charcoal Black,2061
TP308 .17,8M Size Plate with 8M Window,Charcoal Black,1314
TP111 .25,1M Size Plate with 1 hole,Cocoa Brown,874
TP301 .25,1M Size Plate with 1M Window,Cocoa Brown,523
TP212 .25,2M Size Plate with 2 holes,Cocoa Brown,874
TP222 .25,2M Size Plate with 4 holes,Cocoa Brown,874
TP112 .25,2M Size Plate with 1 hole + 1M Window,Cocoa Brown,874
TP122 .25,2M Size Plate with 2 holes + 1M Window,Cocoa Brown,874
TP302 .25,2M Size Plate with 2M Window,Cocoa Brown,602
TP313 .25,3M Size Plate with 3 holes,Cocoa Brown,967
TP323 .25,3M Size Plate with 6 holes,Cocoa Brown,967
TP123 .25,3M Size Plate with 2 holes + 2M Window,Cocoa Brown,967
TP113 .25,3M Size Plate with 1 holes + 2M Window,Cocoa Brown,967
TP303 .25,3M Size Plate with 3M Window,Cocoa Brown,656
TP414 .25,4M Size Plate with 4 holes,Cocoa Brown,1028
TP424 .25,4M Size Plate with 8 holes,Cocoa Brown,1028
TP214 .25,4M Size Plate with 2 holes + 2M Window,Cocoa Brown,1028
TP224 .25,4M Size Plate with 4 holes + 2M Window,Cocoa Brown,1028
TP124 .25,4M Size Plate with 2 holes + 3M Window,Cocoa Brown,1028
TP304 .25,4M Size Plate with 4M Window,Cocoa Brown,704
TP616 .25,6M Size Plate with 6 holes,Cocoa Brown,1858
TP626 .25,6M Size Plate with 12 holes,Cocoa Brown,1858
TP416 .25,6M Size Plate with 4 holes + 2M Window,Cocoa Brown,1858
TP426 .25,6M Size Plate with 8 holes + 2M Window,Cocoa Brown,1858
TP226 .25,6M Size Plate with 4 holes + 4M Window,Cocoa Brown,1858
TP216 .25,6M Size Plate with 2 holes + 2Mx2 window,Cocoa Brown,1858
TP326 .25,6M Size Plate with 6 holes + 3M Window,Cocoa Brown,1858
TP306 .25,6M Size Plate with 6M Window,Cocoa Brown,1212
TP818 .25,8M Size Plate with 8 holes,Cocoa Brown,2061
TP828 .25,8M Size Plate with 16 holes,Cocoa Brown,2061
TP618 .25,8M Size Plate with 6 holes + 2M Window,Cocoa Brown,2061
TP418 .25,8M Size Plate with 4 holes + 4M Window,Cocoa Brown,2061
TP428 .25,8M Size Plate with 8 holes + 4M Window,Cocoa Brown,2061
TP228 .25,8M Size Plate with 4 holes + 6M Window,Cocoa Brown,2061
TP518 .25,8M Size Plate with 5 holes + 3M Window,Cocoa Brown,2061
TP528 .25,8M Size Plate with 10 holes + 3M Window,Cocoa Brown,2061
TP628 .25,8M Size Plate with 12 holes + 2M Window,Cocoa Brown,2061
TP308 .25,8M Size Plate with 8M Window,Cocoa Brown,1314
TP111 .26,1M Size Plate with 1 hole,Silver Dust ,874
TP301 .26,1M Size Plate with 1M Window,Silver Dust ,523
TP212 .26,2M Size Plate with 2 holes,Silver Dust ,874
TP222 .26,2M Size Plate with 4 holes,Silver Dust ,874
TP112 .26,2M Size Plate with 1 hole + 1M Window,Silver Dust ,874
TP122 .26,2M Size Plate with 2 holes + 1M Window,Silver Dust ,874
TP302 .26,2M Size Plate with 2M Window,Silver Dust ,602
TP313 .26,3M Size Plate with 3 holes,Silver Dust ,967
TP323 .26,3M Size Plate with 6 holes,Silver Dust ,967
TP123 .26,3M Size Plate with 2 holes + 2M Window,Silver Dust ,967
TP113 .26,3M Size Plate with 1 holes + 2M Window,Silver Dust ,967
TP303 .26,3M Size Plate with 3M Window,Silver Dust ,656
TP414 .26,4M Size Plate with 4 holes,Silver Dust ,1028
TP424 .26,4M Size Plate with 8 holes,Silver Dust ,1028
TP214 .26,4M Size Plate with 2 holes + 2M Window,Silver Dust ,1028
TP224 .26,4M Size Plate with 4 holes + 2M Window,Silver Dust ,1028
TP124 .26,4M Size Plate with 2 holes + 3M Window,Silver Dust ,1028
TP304 .26,4M Size Plate with 4M Window,Silver Dust ,704
TP616 .26,6M Size Plate with 6 holes,Silver Dust ,1858
TP626 .26,6M Size Plate with 12 holes,Silver Dust ,1858
TP416 .26,6M Size Plate with 4 holes + 2M Window,Silver Dust ,1858
TP426 .26,6M Size Plate with 8 holes + 2M Window,Silver Dust ,1858
TP226 .26,6M Size Plate with 4 holes + 4M Window,Silver Dust ,1858
TP216 .26,6M Size Plate with 2 holes + 2Mx2 window,Silver Dust ,1858
TP326 .26,6M Size Plate with 6 holes + 3M Window,Silver Dust ,1858
TP306 .26,6M Size Plate with 6M Window,Silver Dust ,1212
TP818 .26,8M Size Plate with 8 holes,Silver Dust ,2061
TP828 .26,8M Size Plate with 16 holes,Silver Dust ,2061
TP618 .26,8M Size Plate with 6 holes + 2M Window,Silver Dust ,2061
TP418 .26,8M Size Plate with 4 holes + 4M Window,Silver Dust ,2061
TP428 .26,8M Size Plate with 8 holes + 4M Window,Silver Dust ,2061
TP228 .26,8M Size Plate with 4 holes + 6M Window,Silver Dust ,2061
TP518 .26,8M Size Plate with 5 holes + 3M Window,Silver Dust ,2061
TP528 .26,8M Size Plate with 10 holes + 3M Window,Silver Dust ,2061
TP628 .26,8M Size Plate with 12 holes + 2M Window,Silver Dust ,2061
TP308 .26,8M Size Plate with 8M Window,Silver Dust ,1314
T5010 .02,Socket 6A 2 Pin [Round & Flat] - 1 Module,Quartz Gray,286
T5212 .02,Socket 6A 3+2 Pin [Round & Flat] Shuttered - 2 Module,Quartz Gray,427
T5213 .02,Socket 6A 3 Pin-only Shuttered 2 Module,Quartz Gray,379
T5532 .02,Socket 13A International Multi Socket Shuttered - 2 Module,Quartz Gray,524
T5531 .02,Socket 13A 3-Pin Flat only Socket Shuttered - 2 Module,Quartz Gray,498
T5332 .02,Socket 16A and 6A 3-Pin Shuttered - 2 Module,Quartz Gray,524
T5331 .02,Socket 16A 3-Pin-only Shuttered - 2 Module,Quartz Gray,491
T5732 .02,Socket 25A and 6A 3-Pin Shuttered - 2 Module,Quartz Gray,598
T5733 .02,Socket 25A 3-Pin-only Shuttered - 2 Module,Quartz Gray,566
T5552 .02,Socket 16A and 6A 3-Pin Shuttered - 3 Module,Quartz Gray,602
T5752 .02,Socket 25A and 6A 3-Pin Shuttered - 3 Module,Quartz Gray,706
T9900 .31,Fan Regulator for 80W fan - Step Type with Bar Knob - 1 Module,Metal Chrome Glossy,2062
T9907 .31,Fan Regulator for 80W fan - Step Type with Bar Knob + blank - 1 Module,Metal Chrome Glossy,2210
T9900 .32,Fan Regulator for 80W fan - Step Type with Bar Knob - 1 Module,Metal Chrome Matt,2118
T9907 .32,Fan Regulator for 80W fan - Step Type with Bar Knob + blank - 1 Module,Metal Chrome Matt,2269
T9900 .33,Fan Regulator for 80W fan - Step Type with Bar Knob - 1 Module,Metal Black Glossy,2174
T9907 .33,Fan Regulator for 80W fan - Step Type with Bar Knob + blank - 1 Module,Metal Black Glossy,2327
T9900 .34,Fan Regulator for 80W fan - Step Type with Bar Knob - 1 Module,Metal Mellow Gold,2238
T9907 .34,Fan Regulator for 80W fan - Step Type with Bar Knob + blank - 1 Module,Metal Mellow Gold,2394
T9900 .02,Fan Regulator for 80W fan - Step Type with Bar Knob - 1 Module,Plastic Quartz Gray,1753
T9907 .02,Fan Regulator for 80W fan - Step Type with Bar Knob + blank - 1 Module,Plastic Quartz Gray,1899
T9905 .02,Dimmer 500 Watts - 1 Module,Plastic Quartz Gray,1085
T9912 .02,Dimmer 500 Watts + blank - 1 Module,Plastic Quartz Gray,1231
T9908 .02,Dimmer for LED Light 100W (3 wire system) - 1 Module,Plastic Quartz Gray,1078
T9913 .02,Dimmer for LED Light 100W (3 wire system) + blank - 1 Module,Plastic Quartz Gray,1224
T5727 .02,Indicator Light - 1 Module,Quartz Gray,381
T5710 .02,Electronic Buzzer - 1 Module,Quartz Gray,672
T5709 .02,Electronic Buzzer - 2 Module,Quartz Gray,761
